V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.000139849607607135,8.69735581871565e-05,0,5.06543016772834e-05,6.85337008203197e-05,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.000241754796093078,0.000168495594140099,0,0,0
0,0,9.60440770377252e-05,0,0,0,0,0.000356471072932344,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6.09710837292094e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.000374003214734058,0.000286739871211355,0.000189783539663777,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,4.76338847971196e-05,0,0,0,0,0.000182507094598202,0,0,0,0.000197552333791758,0,0,0.00014898386571229,0,0.000138719821285444,0
0,0,0,0,0,0,0,0,0,0,0.000228864834786862,0,0,0,0.000360469442685679,0,0,0.000178865670544501,0,0.00031015300069637,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000101363422091674,7.13065662022578e-05,0,4.70630607005761e-05,3.49919375061058e-05,0,0,0,0,0,0,0,0,0,0,0.000114291273247381,9.19817012407741e-05,0,0,0
0,5.85399655728032e-05,4.44372678318447e-05,3.38463393566179e-05,3.6692511113504e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.69551591310073e-05,5.59688235260528e-05,0,0,0,0.000193376478034111,0.000173561097723945,0,0,0,0,0,0,0,0,0,0,0,0
0,0,7.6855921194085e-05,7.55975613443886e-05,0,6.53231153387126e-05,0,0.0002103940308259,0.000246210645402145,0,0.000199678526781154,0,0,0,0,0,0,0,0,0.000118937949540183,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,7.81200184933102e-05,7.2593322405576e-05,7.81518753737918e-05,5.14495653855085e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,2.86702508848592e-05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.64156215485993e-05,0,0,0,3.49831805276735e-05,0,0,2.82926321182682e-05,0,5.33247708032718e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
