7.98741939037251,1.4119023930236,1.60473883302906,1.59776475964886,1.35170081756651,1.44574212479002,6.16826542066476,5.38994103361167,3.81728080032222,4.76037788621584,5.49240103534969,7.96075210675477,4.0821783885651,4.99193605842878,5.6396458444165,5.62433515045005,3.65705287404551,3.98444769677916,5.86467127038369,5.10093251179808,8.89524711716119
6.33694450855073,1.53766854350396,1.9258414191852,1.7399432676337,1.48755823761396,1.65740527232049,6.86595395965683,6.61731253261252,4.39435864859246,5.26794273230385,6.26134636497819,9.84488179051937,5.05982969257298,5.97307637969862,7.16455614140859,6.14857140174324,4.06252590803067,4.49182838433654,6.18066612339836,5.64255056204378,9.89711803023269
6.22036903293788,2.12758187617805,2.52874260648911,2.17143800322566,1.91213826087918,2.58690332606287,7.49060150539259,7.24499072493154,4.76435458083443,5.65621965313249,7.48152537845559,10.3857773685748,5.33889857582837,6.31724791920854,7.90478022614806,6.19223512767824,4.29212921432121,5.24045993160991,6.40154457402995,6.23036377399181,12.2526496609451
6.54333747131321,1.88729499651189,2.14249753546019,1.85028078092003,1.73262895515221,2.30856877343508,7.70981218131777,7.0515847188027,4.31573049439967,5.71885538780243,8.00257953249962,9.4130135108699,4.67084182535995,5.9752814357781,7.94444643769186,5.7195605486571,3.78462526988898,4.7483218955375,6.03447000060345,6.4676947670081,13.2073177393569
5.24003397725282,1.45390263595632,1.70400713380387,1.55464817515245,1.36209930333532,1.69541075425394,6.86626129739384,6.21053298883764,3.78363903105831,4.91853510709091,7.0776871808388,8.36633884646384,4.26404060699346,5.17894408590876,7.03953610371392,5.46646577882084,3.24982830421394,4.19711132854912,5.19894700298383,5.49848713190466,11.4091831367374
4.44569227736435,1.38824152606793,1.65317068122824,1.55609127118065,1.3424797065795,1.64515159718849,6.26839113997958,5.6476127851539,3.44954359851289,4.48597944954588,6.595335901978,7.55458298659912,4.06116536386996,4.78215550211972,6.563279889333,5.18805663659661,3.11068659236234,3.91955797828077,4.71814005084914,5.1577745577142,10.5262803850973
5.98388873057051,2.16418142022615,2.28301099347546,2.28381358746253,1.98452693518684,2.37834303881811,7.64708452608141,6.99765261764809,4.79197241168559,4.99856003000207,7.24098439732622,9.44444348289187,5.70293995816234,5.6557138977753,7.6733866805759,6.6061253725146,4.08281119218549,5.21292463022898,5.68420203890923,5.77035339628057,10.715343589297
4.96992727597341,2.10673820830537,2.35436945199319,2.28148434761516,2.00667836181063,2.43391347526621,8.15338912709915,7.56522642838526,5.33803359685798,5.70429966571367,8.16881637152201,10.567685551676,6.31506776028447,6.47210282435984,9.03508587723933,6.94551789850334,4.82977457329755,6.10634330000412,6.55548343817495,6.67454044886418,12.3200516571357
6.15296051309551,1.90269759049582,2.40666116165917,2.35457555145275,1.93041282195988,2.30752796382952,8.84666499810246,8.91948914572549,5.76349201279224,7.04420151858692,9.4464179804276,13.0728578715512,6.77203259520433,8.6673294141092,11.5339821156878,8.1050713610931,5.44565860032031,6.46916702228539,8.7504402906126,8.71556622711624,15.1993434650667
5.8048350661693,1.45059234663556,2.22953464683026,2.19321370781129,1.74537334369112,1.54693731704043,8.87792613888262,8.77049416003763,5.98467325825319,6.10549631696644,8.7706042726069,15.0658470877512,6.6401841466271,8.2775071137205,10.5334965313765,9.2902544873249,5.94288912819999,7.09643966378327,12.8888636090208,11.5419716959077,20.0372680146268
5.71879509027237,1.42127978327775,2.15537433593488,2.50760652066584,1.61036171039549,1.64527626346382,8.58207008623648,8.01092100094719,6.14508662878214,6.01102309724467,7.99503660891799,12.9098669110443,6.54407341546789,7.35697548988712,9.30926855829738,11.2182785589602,6.37446581543667,6.36778040078166,11.3370481790321,9.43503306750766,17.9428088770983
