V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,5.7938630142106e-05,3.22128995955694e-05,0,0,0,0.00023466557366456,0.000118877517847649,0,0,0,0,0.000139849607607135,8.69735581871565e-05,0,5.06543016772834e-05,6.85337008203197e-05,0,0,0
0,0,0,8.56739970557673e-05,0,0,0,0,0.000348396892151065,0,0,0,0.00029305293840071,0,0,0,0.000241754796093078,0.000168495594140099,0,0,0
0,0,9.60440770377252e-05,0,0,0,0,0.000356471072932344,0,0,0,0,0.000213196905212511,0.000273714404787883,0.000136008741224704,0,0,0,0,0,0
0,0,0,0,3.66246980491709e-05,0,0,0,0,0.000175480673580294,0,0,0,0.000129165334574018,0,0,8.9922936930615e-05,0,0,6.09710837292094e-05,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.00010612306635015,0,0,0,6.39448655532053e-05,0,0.000374003214734058,0.000286739871211355,0.000189783539663777,0,0,0,0,0.000248922521166271,0,0,0.000170262340963502,0,0.000192606466323062,0
0,0,0,0,0,4.76338847971196e-05,0,0,0,0,0.000182507094598202,0,0,0,0.000197552333791758,0,0,0.00014898386571229,0,0.000138719821285444,0
0,8.23724074354166e-05,7.88446998969016e-05,6.72679906766931e-05,6.37461769753831e-05,0,0,0,0,0,0.000228864834786862,0,0,0,0.000360469442685679,0,0,0.000178865670544501,0,0.00031015300069637,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,3.40980406583205e-05,0,0,0,0,0.000202966398695603,0,0,0,0.000160009099007083,0,0,0.000153042550267031,0,0.000115929137670774,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.000101363422091674,7.13065662022578e-05,0,4.70630607005761e-05,3.49919375061058e-05,0,0,0.000247698825599801,0,0,0,0.000193624545184074,0,0,0,0.000114291273247381,9.19817012407741e-05,0,0,0
0,5.85399655728032e-05,4.44372678318447e-05,3.38463393566179e-05,3.6692511113504e-05,0,0,0,0,0,7.97308941666913e-05,0,0,0,8.94857428056864e-05,0,0,5.48944439566203e-05,0,8.7332718244425e-05,0
