V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,V11,V12,V13,V14,V15,V16,V17,V18,V19,V20,V21
3.77757540941632e-05,8.41452406542415e-05,7.8821526678827e-05,4.67435150702192e-05,5.0877959361991e-05,4.66735068559788e-05,0.000425643994069283,0.000335149808129372,0.000188900435781731,0.000190108393549886,0.000185646835656367,0.000530389774721157,0.000229158150786721,0.000240462357464599,0.000219676198370802,0.000242561574028539,0.000146970252479207,9.26875094142367e-05,0.000226476683209297,0.000129517191792876,0.000180296048427883
2.91689753198389e-05,8.34877734275083e-05,5.7938630142106e-05,3.22128995955694e-05,3.91252615183462e-05,3.29653645086758e-05,0.000563978455028914,0.00023466557366456,0.000118877517847649,0.000130124703270537,0.000125784585538225,0.000312542633052189,0.000119598153208449,0.000139849607607135,8.69735581871565e-05,0.000176849741068692,5.06543016772834e-05,6.85337008203197e-05,0.000140288133778244,5.88269229218987e-05,0.000142311740270485
4.64608033462411e-05,0.00011852896401592,0.000139918336806039,8.56739970557673e-05,9.13497356078952e-05,7.47504512258859e-05,0.0011017854862016,0.000559321971679571,0.000348396892151065,0.000474251087831484,0.000314887113285379,0.000760792400177703,0.00029305293840071,0.000395805966287907,0.000285418385747682,0.000373776186502821,0.000241754796093078,0.000168495594140099,0.000397581828870119,0.000205206959155436,0.000267610830113106
3.1217869236882e-05,7.66254200920415e-05,9.60440770377252e-05,5.32390833528865e-05,5.69447998737396e-05,5.0408507163963e-05,0.000560902234775863,0.000356471072932344,0.000172910941564863,0.000136698426757749,0.000129600251280922,0.000671484494411416,0.000213196905212511,0.000273714404787883,0.000136008741224704,0.000178397309935639,0.000137231570705069,0.000114156049497494,0.000206264213220571,9.19097785495064e-05,0.000171206930304572
2.07502454275431e-05,6.02217153488477e-05,4.48708180451268e-05,3.4509830684111e-05,3.66246980491709e-05,2.56720759409478e-05,0.000459629614921302,0.000220701679907421,0.000135487158436116,0.000175480673580294,8.63670831325545e-05,0.000238910462971517,0.000136374050619919,0.000129165334574018,9.12874400073476e-05,0.000169656405235285,8.9922936930615e-05,7.08231324037783e-05,0.000159616589147322,6.09710837292094e-05,9.71636153407718e-05
2.15155661647559e-05,4.8379048243228e-05,3.48882299332164e-05,2.94346247813532e-05,3.20645019961117e-05,3.42296172083719e-05,0.000253454858495458,0.00013929966340156,8.98346459510662e-05,8.84207549212783e-05,7.89492875668978e-05,0.000180843638282726,4.99482260958806e-05,5.65077570778027e-05,7.06338680813042e-05,0.000160915175594968,6.98023304452837e-05,4.78417201890139e-05,0.000155043458779171,6.70305358299751e-05,0.000138912386691401
2.17677479269387e-05,4.97194643423634e-05,4.70469456927389e-05,4.60226766460908e-05,2.77450613084324e-05,3.31444463850847e-05,0.000401946343528686,0.000234156849439742,0.00014103487074474,0.000106583384340573,0.000115324236793416,0.000355999467917313,0.000181949199145098,0.000118198726497375,0.00014891588332511,0.000301775827530164,9.52648766118798e-05,0.000113643202864799,0.000122627016063776,8.73785408467417e-05,0.000169775337746386
3.52629686591082e-05,0.00010612306635015,8.96397384690463e-05,7.51541219794216e-05,5.82973312738316e-05,6.39448655532053e-05,0.000645026116328734,0.000374003214734058,0.000286739871211355,0.000189783539663777,0.000221747051685893,0.000482385782665282,0.000240818332863478,0.000218950160831595,0.000248922521166271,0.000330821957348817,0.000159914726767033,0.000170262340963502,0.000263480208514035,0.000192606466323062,0.000244623296377004
3.70975912131321e-05,0.000100293116226082,8.49212394877828e-05,6.65235935206359e-05,5.95171917938671e-05,4.76338847971196e-05,0.000654694285644446,0.000303731958113242,0.000187978269650462,0.000262875510380804,0.000182507094598202,0.000572741090216356,0.000290937179019973,0.000206233085935192,0.000197552333791758,0.000307329822458358,0.000137446217751362,0.00014898386571229,0.000301963815515464,0.000138719821285444,0.000209252899367945
2.85640147112886e-05,8.23724074354166e-05,7.88446998969016e-05,6.72679906766931e-05,6.37461769753831e-05,7.17949250805216e-05,0.000897099733952259,0.000432633450108108,0.000802911999536362,0.000245932886180892,0.000228864834786862,0.000857344142537637,0.000364691596319485,0.000427399975301797,0.000360469442685679,0.00119993727829242,0.000254016898305357,0.000178865670544501,0.00046703855873775,0.00031015300069637,0.000451787446700192
